id_transaction,date,produit,quantite,prix_unitaire,vendeur,zone_client,mode_paiement,montant_fcfa
TXN74510,2024-01-11,Lait en poudre (400g),16,1500,Bamba E.,Marcory,Carte bancaire,24000
TXN74511,2024-03-20,Huile végétale (5L),10,2000,Bamba E.,Yopougon,Mobile Money,20000
TXN74512,2024-01-30,Riz (sac 25kg),13,3500,Aminata D.,Marcory,Espèces,45500
TXN74513,2024-02-28,Riz (sac 25kg),2,3500,Aminata D.,Cocody,Mobile Money,7000
TXN74514,2024-03-12,Savon de ménage,10,1000,Bamba E.,Yopougon,Mobile Money,10000
TXN74515,2024-05-31,Huile végétale (5L),4,2000,Bamba E.,Cocody,Carte bancaire,8000
TXN74516,2024-02-12,Sardines en boîte,4,1200,Adjoua B.,Yopougon,Mobile Money,4800
TXN74517,2024-03-02,Eau minérale (1.5L),5,500,Bamba E.,Adjamé,Espèces,2500
TXN74518,2024-05-28,Tomate concentrée,13,500,Bamba E.,Plateau,Espèces,6500
TXN74519,2024-06-02,Huile végétale (5L),6,2000,Koffi C.,Plateau,Carte bancaire,12000
TXN74520,2024-06-04,Farine de blé (1kg),15,750,Adjoua B.,Marcory,Espèces,11250
TXN74521,2024-05-15,Sardines en boîte,12,1200,Adjoua B.,Yopougon,Carte bancaire,14400
TXN74522,2024-04-29,Eau minérale (1.5L),1,500,Bamba E.,Marcory,Carte bancaire,500
TXN74523,2024-01-18,Lait en poudre (400g),9,1500,Kouamé A.,Adjamé,Carte bancaire,13500
TXN74524,2024-01-10,Lait en poudre (400g),19,1500,Kouamé A.,Plateau,Carte bancaire,28500
TXN74525,2024-03-10,Tomate concentrée,11,500,Bamba E.,Cocody,Espèces,5500
TXN74526,2024-05-06,Savon de ménage,2,1000,Adjoua B.,Cocody,Espèces,2000
TXN74527,2024-03-15,Eau minérale (1.5L),9,500,Kouamé A.,Adjamé,Mobile Money,4500
TXN74528,2024-01-09,Lait en poudre (400g),4,1500,Adjoua B.,Adjamé,Mobile Money,6000
TXN74529,2024-03-21,Eau minérale (1.5L),3,500,Aminata D.,Marcory,Espèces,1500
TXN74530,2024-06-23,Eau minérale (1.5L),16,500,Kouamé A.,Yopougon,Espèces,8000
TXN74531,2024-05-14,Huile végétale (5L),16,2000,Adjoua B.,Marcory,Carte bancaire,32000
TXN74532,2024-03-01,Sucre (1kg),10,500,Adjoua B.,Yopougon,Mobile Money,5000
TXN74533,2024-06-19,Riz (sac 25kg),2,3500,Kouamé A.,Plateau,Espèces,7000
TXN74534,2024-01-31,Farine de blé (1kg),13,750,Koffi C.,Plateau,Espèces,9750
TXN74535,2024-04-02,Eau minérale (1.5L),13,500,Adjoua B.,Marcory,Mobile Money,6500
TXN74536,2024-06-23,Sucre (1kg),14,500,Koffi C.,Cocody,Mobile Money,7000
TXN74537,2024-03-31,Tomate concentrée,14,500,Adjoua B.,Marcory,Espèces,7000
TXN74538,2024-02-09,Eau minérale (1.5L),11,500,Aminata D.,Marcory,Carte bancaire,5500
TXN74539,2024-03-23,Sardines en boîte,10,1200,Aminata D.,Adjamé,Mobile Money,12000
TXN74540,2024-01-31,Eau minérale (1.5L),1,500,,Plateau,Mobile Money,500
TXN74541,2024-06-06,Huile végétale (5L),17,2000,Aminata D.,,Carte bancaire,34000
TXN74542,2024-01-28,Tomate concentrée,18,500,Koffi C.,Marcory,Carte bancaire,9000
TXN74543,2024-01-10,Farine de blé (1kg),14,750,Adjoua B.,Marcory,Espèces,10500
TXN74544,2024-05-17,Sardines en boîte,12,1200,Kouamé A.,Cocody,Carte bancaire,14400
TXN74545,2024-02-18,Tomate concentrée,18,500,,Adjamé,Carte bancaire,9000
TXN74546,2024-03-03,Lait en poudre (400g),13,1500,Kouamé A.,Yopougon,Carte bancaire,19500
TXN74547,2024-06-11,Lait en poudre (400g),19,1500,Aminata D.,Marcory,Espèces,28500
TXN74548,2024-03-09,Huile végétale (5L),14,2000,Kouamé A.,Plateau,Carte bancaire,28000
TXN74549,2024-02-16,Eau minérale (1.5L),3,500,Adjoua B.,Cocody,Espèces,1500
TXN74550,2024-05-09,Lait en poudre (400g),17,1500,Adjoua B.,Plateau,Carte bancaire,25500
TXN74551,2024-02-16,Sucre (1kg),17,500,Koffi C.,Yopougon,Carte bancaire,8500
TXN74552,2024-02-18,Sucre (1kg),7,500,Adjoua B.,Adjamé,Espèces,3500
TXN74553,2024-05-03,Riz (sac 25kg),5,3500,Aminata D.,Adjamé,Mobile Money,17500
TXN74554,2024-01-19,Sardines en boîte,17,1200,Bamba E.,Yopougon,Mobile Money,20400
TXN74555,2024-06-19,Huile végétale (5L),8,2000,Aminata D.,Yopougon,Carte bancaire,16000
TXN74556,2024-04-20,Eau minérale (1.5L),9,500,Adjoua B.,Plateau,Mobile Money,4500
TXN74557,2024-03-01,Sardines en boîte,4,1200,Kouamé A.,Yopougon,Mobile Money,4800
TXN74558,2024-02-12,Eau minérale (1.5L),3,500,Bamba E.,Marcory,Carte bancaire,1500
TXN74559,2024-01-09,Farine de blé (1kg),17,750,Kouamé A.,Yopougon,Carte bancaire,12750
TXN74560,2024-04-17,Eau minérale (1.5L),1,500,Koffi C.,Adjamé,Mobile Money,500
TXN74561,2024-01-01,Huile végétale (5L),11,2000,Kouamé A.,Yopougon,Carte bancaire,22000
TXN74562,2024-04-14,Farine de blé (1kg),19,750,,Cocody,Mobile Money,14250
TXN74563,2024-02-18,Sucre (1kg),10,500,Kouamé A.,Cocody,Carte bancaire,5000
TXN74564,2024-06-02,Sardines en boîte,14,1200,Kouamé A.,Cocody,Carte bancaire,16800
TXN74565,2024-05-03,Tomate concentrée,6,500,Koffi C.,Marcory,Carte bancaire,3000
TXN74566,2024-05-31,Huile végétale (5L),17,2000,Koffi C.,Adjamé,Espèces,34000
TXN74567,2024-02-07,Eau minérale (1.5L),11,500,Adjoua B.,Cocody,Espèces,5500
TXN74568,2024-06-13,Farine de blé (1kg),18,750,Bamba E.,Marcory,Espèces,13500
TXN74569,2024-01-27,Riz (sac 25kg),5,3500,Adjoua B.,Plateau,Carte bancaire,17500
TXN74570,2024-02-14,Huile végétale (5L),14,2000,Adjoua B.,Marcory,Carte bancaire,28000
TXN74571,2024-01-08,Eau minérale (1.5L),8,500,Aminata D.,Cocody,Espèces,4000
TXN74572,2024-05-21,Lait en poudre (400g),14,1500,Kouamé A.,Adjamé,Espèces,21000
TXN74573,2024-05-31,Riz (sac 25kg),11,3500,Koffi C.,Plateau,Carte bancaire,38500
TXN74574,2024-06-28,Sardines en boîte,11,1200,Koffi C.,Cocody,Mobile Money,13200
TXN74575,2024-02-16,Savon de ménage,16,1000,Kouamé A.,Yopougon,Espèces,16000
TXN74576,2024-06-01,Sardines en boîte,4,1200,Koffi C.,Adjamé,Carte bancaire,4800
TXN74577,2024-01-23,Sardines en boîte,3,1200,Adjoua B.,Adjamé,Mobile Money,3600
TXN74578,2024-03-09,Tomate concentrée,4,500,Adjoua B.,Plateau,Espèces,2000
TXN74579,2024-02-05,Tomate concentrée,7,500,Koffi C.,Adjamé,Carte bancaire,3500
TXN74580,2024-03-29,Huile végétale (5L),3,2000,,Yopougon,Carte bancaire,6000
TXN74581,2024-02-13,Riz (sac 25kg),5,3500,Aminata D.,Adjamé,Espèces,17500
TXN74582,2024-05-18,Savon de ménage,12,1000,Kouamé A.,Adjamé,Mobile Money,12000
TXN74583,2024-05-17,Sardines en boîte,9,1200,Koffi C.,Plateau,Espèces,10800
TXN74584,2024-02-14,Eau minérale (1.5L),3,500,Aminata D.,Marcory,Mobile Money,1500
TXN74585,2024-03-29,Tomate concentrée,9,500,Koffi C.,Yopougon,Mobile Money,4500
TXN74586,2024-01-15,Sucre (1kg),3,500,Koffi C.,,Espèces,1500
TXN74587,2024-02-22,Lait en poudre (400g),18,1500,Aminata D.,Plateau,Mobile Money,27000
TXN74588,2024-01-26,Savon de ménage,16,1000,Kouamé A.,Marcory,Mobile Money,16000
TXN74589,2024-06-09,Riz (sac 25kg),13,3500,Kouamé A.,Marcory,Mobile Money,45500
TXN74590,2024-04-21,Sardines en boîte,18,1200,Kouamé A.,Yopougon,Carte bancaire,21600
TXN74591,2024-03-26,Sardines en boîte,4,1200,Bamba E.,Marcory,Espèces,4800
TXN74592,2024-05-09,Sucre (1kg),4,500,Aminata D.,Marcory,Espèces,2000
TXN74593,2024-05-13,Farine de blé (1kg),7,750,Aminata D.,,Carte bancaire,5250
TXN74594,2024-02-06,Sucre (1kg),8,500,Kouamé A.,,Carte bancaire,4000
TXN74595,2024-03-22,Sardines en boîte,4,1200,Aminata D.,Yopougon,Espèces,4800
TXN74596,2024-01-12,Tomate concentrée,15,500,Bamba E.,Adjamé,Espèces,7500
TXN74597,2024-03-06,Tomate concentrée,3,500,Bamba E.,Yopougon,Espèces,1500
TXN74598,2024-02-22,Riz (sac 25kg),8,3500,Koffi C.,Adjamé,Mobile Money,28000
TXN74599,2024-02-24,Farine de blé (1kg),1,750,Adjoua B.,Marcory,Mobile Money,750
TXN74600,2024-05-17,Tomate concentrée,12,500,Koffi C.,Yopougon,Carte bancaire,6000
TXN74601,2024-04-03,Lait en poudre (400g),9,1500,Bamba E.,Cocody,Carte bancaire,13500
TXN74602,2024-01-09,Farine de blé (1kg),1,750,Aminata D.,Adjamé,Espèces,750
TXN74603,2024-01-23,Sardines en boîte,15,1200,Bamba E.,Yopougon,Carte bancaire,18000
TXN74604,2024-02-02,Sardines en boîte,12,1200,Adjoua B.,Yopougon,Carte bancaire,14400
TXN74605,2024-06-16,Riz (sac 25kg),7,3500,,Adjamé,Espèces,24500
TXN74606,2024-02-29,Tomate concentrée,19,500,Aminata D.,Marcory,Espèces,9500
TXN74607,2024-04-19,Huile végétale (5L),6,2000,Bamba E.,Yopougon,Carte bancaire,12000
TXN74608,2024-04-02,Sardines en boîte,10,1200,Bamba E.,Marcory,Carte bancaire,12000
TXN74609,2024-02-06,Farine de blé (1kg),11,750,Adjoua B.,Adjamé,Espèces,8250
TXN74610,2024-06-18,Tomate concentrée,9,500,Aminata D.,Marcory,Carte bancaire,4500
TXN74611,2024-03-08,Tomate concentrée,15,500,Kouamé A.,Adjamé,Espèces,7500
TXN74612,2024-03-01,Riz (sac 25kg),6,3500,Adjoua B.,Plateau,Carte bancaire,21000
TXN74613,2024-05-06,Huile végétale (5L),19,2000,Aminata D.,Marcory,Carte bancaire,38000
TXN74614,2024-05-08,Riz (sac 25kg),12,3500,Koffi C.,Yopougon,Mobile Money,42000
TXN74615,2024-02-14,Lait en poudre (400g),16,1500,Adjoua B.,Cocody,Mobile Money,24000
TXN74616,2024-02-18,Riz (sac 25kg),13,3500,Aminata D.,Cocody,Espèces,45500
TXN74617,2024-03-18,Tomate concentrée,16,500,Bamba E.,Marcory,Espèces,8000
TXN74618,2024-04-17,Huile végétale (5L),12,2000,Aminata D.,Adjamé,Mobile Money,24000
TXN74619,2024-01-21,Farine de blé (1kg),8,750,Bamba E.,Yopougon,Mobile Money,6000
TXN74620,2024-04-28,Savon de ménage,1,1000,Aminata D.,Yopougon,Espèces,1000
TXN74621,2024-06-04,Eau minérale (1.5L),15,500,Bamba E.,Cocody,Carte bancaire,7500
TXN74622,2024-03-31,Tomate concentrée,3,500,Kouamé A.,Plateau,Mobile Money,1500
TXN74623,2024-02-01,Huile végétale (5L),1,2000,Koffi C.,Cocody,Carte bancaire,2000
TXN74624,2024-04-06,Huile végétale (5L),18,2000,Adjoua B.,Adjamé,Carte bancaire,36000
TXN74625,2024-02-12,Tomate concentrée,7,500,Aminata D.,Plateau,Espèces,3500
TXN74626,2024-04-23,Lait en poudre (400g),5,1500,Koffi C.,Adjamé,Carte bancaire,7500
TXN74627,2024-04-12,Riz (sac 25kg),19,3500,Aminata D.,Cocody,Carte bancaire,66500
TXN74628,2024-05-18,Riz (sac 25kg),8,3500,Koffi C.,Cocody,Mobile Money,28000
TXN74629,2024-04-01,Lait en poudre (400g),13,1500,Adjoua B.,Cocody,Espèces,19500
TXN74630,2024-04-29,Lait en poudre (400g),9,1500,Adjoua B.,Adjamé,Espèces,13500
TXN74631,2024-04-23,Lait en poudre (400g),17,1500,Kouamé A.,Yopougon,Espèces,25500
TXN74632,2024-05-04,Lait en poudre (400g),15,1500,Bamba E.,Cocody,Carte bancaire,22500
TXN74633,2024-06-29,Farine de blé (1kg),3,750,Koffi C.,Marcory,Mobile Money,2250
TXN74634,2024-02-04,Sucre (1kg),18,500,Adjoua B.,Yopougon,Carte bancaire,9000
TXN74635,2024-02-13,Sardines en boîte,15,1200,Adjoua B.,Plateau,Mobile Money,18000
TXN74636,2024-03-15,Sardines en boîte,16,1200,Aminata D.,Adjamé,Carte bancaire,19200
TXN74637,2024-06-15,Sardines en boîte,4,1200,Koffi C.,Yopougon,Mobile Money,4800
TXN74638,2024-02-05,Tomate concentrée,2,500,Bamba E.,Marcory,Mobile Money,1000
TXN74639,2024-05-04,Savon de ménage,3,1000,Bamba E.,Adjamé,Espèces,3000
TXN74640,2024-01-13,Lait en poudre (400g),5,1500,Adjoua B.,Adjamé,Espèces,7500
TXN74641,2024-03-06,Sardines en boîte,2,1200,Aminata D.,,Espèces,2400
TXN74642,2024-01-21,Riz (sac 25kg),1,3500,Koffi C.,Adjamé,Mobile Money,3500
TXN74643,2024-01-08,Huile végétale (5L),5,2000,Aminata D.,Adjamé,Espèces,10000
TXN74644,2024-02-09,Eau minérale (1.5L),18,500,Adjoua B.,Yopougon,Espèces,9000
TXN74645,2024-03-09,Eau minérale (1.5L),1,500,Kouamé A.,Marcory,Carte bancaire,500
TXN74646,2024-02-03,Savon de ménage,3,1000,Koffi C.,Yopougon,Espèces,3000
TXN74647,2024-06-12,Tomate concentrée,6,500,,Cocody,Mobile Money,3000
TXN74648,2024-02-25,Savon de ménage,8,1000,Koffi C.,Marcory,Espèces,8000
TXN74649,2024-06-19,Sardines en boîte,4,1200,Bamba E.,Cocody,Mobile Money,4800
TXN74650,2024-04-09,Riz (sac 25kg),14,3500,Bamba E.,Plateau,Carte bancaire,49000
TXN74651,2024-02-02,Eau minérale (1.5L),7,500,Bamba E.,Cocody,Mobile Money,3500
TXN74652,2024-03-17,Savon de ménage,7,1000,Kouamé A.,Cocody,Mobile Money,7000
TXN74653,2024-05-10,Tomate concentrée,6,500,Kouamé A.,Yopougon,Carte bancaire,3000
TXN74654,2024-04-08,Tomate concentrée,18,500,Adjoua B.,Cocody,Espèces,9000
TXN74655,2024-04-24,Riz (sac 25kg),1,3500,Koffi C.,Plateau,Mobile Money,3500
TXN74656,2024-01-22,Huile végétale (5L),7,2000,Aminata D.,Yopougon,Espèces,14000
TXN74657,2024-04-29,Farine de blé (1kg),14,750,Kouamé A.,Yopougon,Mobile Money,10500
TXN74658,2024-05-27,Lait en poudre (400g),7,1500,Koffi C.,Plateau,Mobile Money,10500
TXN74659,2024-04-28,Tomate concentrée,3,500,Koffi C.,Yopougon,Mobile Money,1500
TXN74660,2024-01-16,Huile végétale (5L),10,2000,Aminata D.,Adjamé,Espèces,20000
TXN74661,2024-02-22,Huile végétale (5L),14,2000,Bamba E.,Cocody,Carte bancaire,28000
TXN74662,2024-04-20,Lait en poudre (400g),8,1500,Bamba E.,Plateau,Carte bancaire,12000
TXN74663,2024-01-07,Tomate concentrée,3,500,Adjoua B.,,Espèces,1500
TXN74664,2024-02-29,Farine de blé (1kg),4,750,Adjoua B.,Marcory,Mobile Money,3000
TXN74665,2024-01-23,Tomate concentrée,4,500,Koffi C.,Cocody,Espèces,2000
TXN74666,2024-02-20,Eau minérale (1.5L),9,500,Kouamé A.,Adjamé,Mobile Money,4500
TXN74667,2024-04-28,Tomate concentrée,3,500,Koffi C.,Yopougon,Carte bancaire,1500
TXN74668,2024-01-21,Sardines en boîte,13,1200,Adjoua B.,Adjamé,Carte bancaire,15600
TXN74669,2024-02-10,Lait en poudre (400g),12,1500,Kouamé A.,Marcory,Espèces,18000
TXN74670,2024-03-07,Tomate concentrée,3,500,Kouamé A.,Yopougon,Mobile Money,1500
TXN74671,2024-05-19,Savon de ménage,2,1000,Koffi C.,Plateau,Espèces,2000
TXN74672,2024-03-18,Tomate concentrée,4,500,Koffi C.,Plateau,Carte bancaire,2000
TXN74673,2024-06-19,Sucre (1kg),6,500,Bamba E.,Marcory,Espèces,3000
TXN74674,2024-06-12,Tomate concentrée,5,500,Koffi C.,Cocody,Espèces,2500
TXN74675,2024-05-15,Eau minérale (1.5L),11,500,Adjoua B.,Yopougon,Espèces,5500
TXN74676,2024-05-18,Lait en poudre (400g),10,1500,Adjoua B.,Marcory,Carte bancaire,15000
TXN74677,2024-06-10,Sucre (1kg),17,500,Bamba E.,Adjamé,Carte bancaire,8500
TXN74678,2024-04-05,Sardines en boîte,12,1200,Bamba E.,Yopougon,Mobile Money,14400
TXN74679,2024-02-26,Sardines en boîte,8,1200,Kouamé A.,Adjamé,Mobile Money,9600
TXN74680,2024-04-03,Tomate concentrée,7,500,Kouamé A.,Yopougon,Espèces,3500
TXN74681,2024-02-14,Eau minérale (1.5L),12,500,Kouamé A.,Yopougon,Mobile Money,6000
TXN74682,2024-03-22,Sucre (1kg),10,500,Aminata D.,Cocody,Carte bancaire,5000
TXN74683,2024-05-26,Huile végétale (5L),4,2000,Kouamé A.,Adjamé,Espèces,8000
TXN74684,2024-05-08,Farine de blé (1kg),4,750,Aminata D.,Plateau,Mobile Money,3000
TXN74685,2024-04-13,Sucre (1kg),10,500,Kouamé A.,Cocody,Mobile Money,5000
TXN74686,2024-04-22,Savon de ménage,1,1000,Koffi C.,Adjamé,Carte bancaire,1000
TXN74687,2024-04-11,Savon de ménage,15,1000,Kouamé A.,Plateau,Espèces,15000
TXN74688,2024-01-17,Sucre (1kg),7,500,Aminata D.,Cocody,Carte bancaire,3500
TXN74689,2024-03-23,Lait en poudre (400g),10,1500,,Adjamé,Carte bancaire,15000
TXN74690,2024-06-13,Eau minérale (1.5L),17,500,,Marcory,Mobile Money,8500
TXN74691,2024-06-04,Eau minérale (1.5L),12,500,Koffi C.,Cocody,Espèces,6000
TXN74692,2024-05-17,Huile végétale (5L),12,2000,Kouamé A.,Marcory,Carte bancaire,24000
TXN74693,2024-05-10,Riz (sac 25kg),18,3500,Koffi C.,Yopougon,Carte bancaire,63000
TXN74694,2024-04-14,Huile végétale (5L),1,2000,Adjoua B.,Yopougon,Espèces,2000
TXN74695,2024-02-25,Huile végétale (5L),9,2000,Bamba E.,Yopougon,Mobile Money,18000
TXN74696,2024-02-13,Huile végétale (5L),11,2000,Kouamé A.,Cocody,Mobile Money,22000
TXN74697,2024-04-04,Farine de blé (1kg),5,750,Koffi C.,Yopougon,Mobile Money,3750
TXN74698,2024-01-22,Savon de ménage,12,1000,Aminata D.,Adjamé,Mobile Money,12000
TXN74699,2024-04-02,Sardines en boîte,2,1200,Kouamé A.,Cocody,Espèces,2400
TXN74700,2024-03-23,Savon de ménage,13,1000,Adjoua B.,Marcory,Carte bancaire,13000
TXN74701,2024-05-19,Farine de blé (1kg),4,750,Adjoua B.,Marcory,Espèces,3000
TXN74702,2024-06-14,Savon de ménage,2,1000,Bamba E.,Cocody,Mobile Money,2000
TXN74703,2024-02-09,Sardines en boîte,3,1200,Aminata D.,Yopougon,Mobile Money,3600
TXN74704,2024-06-06,Sucre (1kg),19,500,Adjoua B.,Yopougon,Mobile Money,9500
TXN74705,2024-02-28,Savon de ménage,13,1000,Bamba E.,Adjamé,Espèces,13000
TXN74706,2024-02-29,Riz (sac 25kg),8,3500,Bamba E.,Yopougon,Mobile Money,28000
TXN74707,2024-06-11,Tomate concentrée,15,500,Koffi C.,Marcory,Espèces,7500
TXN74708,2024-04-01,Riz (sac 25kg),18,3500,Kouamé A.,Marcory,Mobile Money,63000
TXN74709,2024-01-21,Tomate concentrée,8,500,Bamba E.,Marcory,Espèces,4000
TXN74710,2024-04-11,Sardines en boîte,6,1200,Bamba E.,Cocody,Espèces,7200
TXN74711,2024-05-14,Huile végétale (5L),6,2000,Kouamé A.,Cocody,Mobile Money,12000
TXN74712,2024-04-08,Sucre (1kg),18,500,Bamba E.,Yopougon,Espèces,9000
TXN74713,2024-06-29,Sucre (1kg),19,500,Kouamé A.,Yopougon,Carte bancaire,9500
TXN74714,2024-04-13,Savon de ménage,11,1000,Kouamé A.,Yopougon,Mobile Money,11000
TXN74715,2024-02-20,Sardines en boîte,15,1200,Kouamé A.,Plateau,Carte bancaire,18000
TXN74716,2024-02-20,Sucre (1kg),7,500,Bamba E.,Yopougon,Mobile Money,3500
TXN74717,2024-04-24,Sardines en boîte,14,1200,Bamba E.,Adjamé,Carte bancaire,16800
TXN74718,2024-06-01,Tomate concentrée,15,500,Bamba E.,Adjamé,Mobile Money,7500
TXN74719,2024-04-04,Sucre (1kg),8,500,Kouamé A.,,Espèces,4000
TXN74720,2024-01-29,Huile végétale (5L),19,2000,Koffi C.,Cocody,Mobile Money,38000
TXN74721,2024-03-21,Sucre (1kg),11,500,Koffi C.,Plateau,Mobile Money,5500
TXN74722,2024-06-09,Tomate concentrée,4,500,,Cocody,Espèces,2000
TXN74723,2024-01-05,Riz (sac 25kg),14,3500,,Cocody,Mobile Money,49000
TXN74724,2024-06-16,Savon de ménage,10,1000,Koffi C.,Plateau,Mobile Money,10000
TXN74725,2024-03-20,Savon de ménage,6,1000,Kouamé A.,Yopougon,Espèces,6000
TXN74726,2024-03-18,Riz (sac 25kg),3,3500,Bamba E.,Yopougon,Espèces,10500
TXN74727,2024-03-29,Savon de ménage,15,1000,Kouamé A.,Yopougon,Espèces,15000
TXN74728,2024-04-06,Huile végétale (5L),11,2000,Koffi C.,Marcory,Carte bancaire,22000
TXN74729,2024-05-31,Sucre (1kg),14,500,Aminata D.,Plateau,Mobile Money,7000
TXN74730,2024-02-07,Huile végétale (5L),18,2000,Aminata D.,Adjamé,Carte bancaire,36000
TXN74731,2024-02-14,Tomate concentrée,6,500,,Adjamé,Espèces,3000
TXN74732,2024-01-19,Tomate concentrée,1,500,Aminata D.,Cocody,Espèces,500
TXN74733,2024-02-21,Savon de ménage,3,1000,Koffi C.,Adjamé,Mobile Money,3000
TXN74734,2024-03-04,Savon de ménage,15,1000,Aminata D.,Adjamé,Mobile Money,15000
TXN74735,2024-04-07,Huile végétale (5L),5,2000,Aminata D.,Yopougon,Mobile Money,10000
TXN74736,2024-05-22,Farine de blé (1kg),16,750,Kouamé A.,,Carte bancaire,12000
TXN74737,2024-01-26,Riz (sac 25kg),12,3500,Aminata D.,Marcory,Mobile Money,42000
TXN74738,2024-02-16,Tomate concentrée,1,500,Aminata D.,Adjamé,Carte bancaire,500
TXN74739,2024-01-21,Eau minérale (1.5L),12,500,Koffi C.,Adjamé,Mobile Money,6000
TXN74740,2024-04-27,Sardines en boîte,18,1200,Aminata D.,Marcory,Espèces,21600
TXN74741,2024-04-23,Eau minérale (1.5L),7,500,Adjoua B.,Yopougon,Espèces,3500
TXN74742,2024-02-03,Farine de blé (1kg),2,750,Adjoua B.,Plateau,Mobile Money,1500
TXN74743,2024-06-20,Eau minérale (1.5L),2,500,Aminata D.,Plateau,Carte bancaire,1000
TXN74744,2024-05-18,Sardines en boîte,9,1200,Bamba E.,Yopougon,Mobile Money,10800
TXN74745,2024-02-24,Sardines en boîte,9,1200,Kouamé A.,Cocody,Carte bancaire,10800
TXN74746,2024-03-04,Riz (sac 25kg),11,3500,Koffi C.,,Mobile Money,38500
TXN74747,2024-04-12,Sucre (1kg),12,500,Bamba E.,Plateau,Carte bancaire,6000
TXN74748,2024-01-20,Huile végétale (5L),15,2000,Bamba E.,Cocody,Espèces,30000
TXN74749,2024-05-21,Farine de blé (1kg),13,750,Koffi C.,Marcory,Mobile Money,9750
TXN74750,2024-01-18,Huile végétale (5L),10,2000,Bamba E.,Plateau,Espèces,20000
TXN74751,2024-03-11,Eau minérale (1.5L),12,500,Adjoua B.,Cocody,Carte bancaire,6000
TXN74752,2024-05-27,Riz (sac 25kg),4,3500,Koffi C.,Plateau,Espèces,14000
TXN74753,2024-01-23,Farine de blé (1kg),16,750,Koffi C.,Marcory,Mobile Money,12000
TXN74754,2024-06-21,Sucre (1kg),15,500,Kouamé A.,Cocody,Mobile Money,7500
TXN74755,2024-01-11,Sucre (1kg),6,500,Bamba E.,Cocody,Mobile Money,3000
TXN74756,2024-04-28,Sardines en boîte,14,1200,Aminata D.,Cocody,Mobile Money,16800
TXN74757,2024-02-13,Savon de ménage,11,1000,Adjoua B.,Marcory,Mobile Money,11000
TXN74758,2024-04-23,Eau minérale (1.5L),16,500,Kouamé A.,Yopougon,Mobile Money,8000
TXN74759,2024-01-10,Eau minérale (1.5L),13,500,,Adjamé,Espèces,6500
TXN74760,2024-03-31,Savon de ménage,4,1000,Kouamé A.,Yopougon,Mobile Money,4000
TXN74761,2024-01-17,Sardines en boîte,16,1200,Adjoua B.,Plateau,Carte bancaire,19200
TXN74762,2024-03-17,Eau minérale (1.5L),2,500,Kouamé A.,Yopougon,Carte bancaire,1000
TXN74763,2024-06-12,Sardines en boîte,1,1200,Aminata D.,Adjamé,Espèces,1200
TXN74764,2024-05-03,Sardines en boîte,3,1200,Bamba E.,Cocody,Mobile Money,3600
TXN74765,2024-03-22,Farine de blé (1kg),3,750,Kouamé A.,Marcory,Espèces,2250
TXN74766,2024-05-11,Farine de blé (1kg),13,750,Koffi C.,Cocody,Carte bancaire,9750
TXN74767,2024-04-06,Lait en poudre (400g),7,1500,Koffi C.,Marcory,Mobile Money,10500
TXN74768,2024-03-19,Sucre (1kg),5,500,Aminata D.,Adjamé,Carte bancaire,2500
TXN74769,2024-04-20,Savon de ménage,10,1000,,Plateau,Espèces,10000
TXN74770,2024-05-07,Riz (sac 25kg),4,3500,Koffi C.,Plateau,Carte bancaire,14000
TXN74771,2024-05-25,Eau minérale (1.5L),10,500,Kouamé A.,Adjamé,Espèces,5000
TXN74772,2024-01-22,Huile végétale (5L),7,2000,Kouamé A.,Adjamé,Carte bancaire,14000
TXN74773,2024-06-12,Eau minérale (1.5L),9,500,Kouamé A.,Plateau,Espèces,4500
TXN74774,2024-05-10,Huile végétale (5L),18,2000,Bamba E.,Cocody,Carte bancaire,36000
TXN74775,2024-02-01,Savon de ménage,7,1000,Koffi C.,Plateau,Carte bancaire,7000
TXN74776,2024-02-27,Sardines en boîte,15,1200,Bamba E.,Plateau,Espèces,18000
TXN74777,2024-01-26,Huile végétale (5L),9,2000,Koffi C.,Adjamé,Mobile Money,18000
TXN74778,2024-06-13,Farine de blé (1kg),9,750,Adjoua B.,Adjamé,Espèces,6750
TXN74779,2024-04-27,Farine de blé (1kg),4,750,Kouamé A.,Cocody,Espèces,3000
TXN74780,2024-05-22,Farine de blé (1kg),1,750,Kouamé A.,Plateau,Espèces,750
TXN74781,2024-03-30,Lait en poudre (400g),3,1500,Kouamé A.,Plateau,Mobile Money,4500
TXN74782,2024-04-24,Lait en poudre (400g),1,1500,Bamba E.,Yopougon,Espèces,1500
TXN74783,2024-05-13,Riz (sac 25kg),17,3500,Adjoua B.,Cocody,Carte bancaire,59500
TXN74784,2024-05-09,Eau minérale (1.5L),17,500,Koffi C.,Adjamé,Espèces,8500
TXN74785,2024-01-16,Tomate concentrée,1,500,Koffi C.,Adjamé,Espèces,500
TXN74786,2024-03-17,Huile végétale (5L),16,2000,Aminata D.,Yopougon,Espèces,32000
TXN74787,2024-04-09,Huile végétale (5L),14,2000,Aminata D.,Adjamé,Mobile Money,28000
TXN74788,2024-01-26,Lait en poudre (400g),4,1500,Aminata D.,Plateau,Carte bancaire,6000
TXN74789,2024-04-07,Sucre (1kg),6,500,Koffi C.,Marcory,Espèces,3000
TXN74790,2024-03-30,Huile végétale (5L),10,2000,Adjoua B.,Marcory,Espèces,20000
